transactiondate;time;category;type;amount;balance;bonusValue
12.07.2025;04:23;Зарплата;Пополнение;41709.9;5617758.79;0
12.09.2025;04:12;Транспорт;Списание;1077.26;1162288.41;+10.77
12.09.2025;04:39;Перевод СБП;Пополнение;33997.58;7707130.86;0
12.09.2025;20:57;Рестораны и кафе;Списание;4840.23;9323337.41;+48.4
12.10.2025;04:03;Транспорт;Списание;2303.62;2164801.82;0
12.10.2025;10:52;Перевод СБП;Пополнение;31908.49;2187630.94;0
12.10.2025;15:38;Транспорт;Списание;1036.89;3281248.57;0
12.11.2025;05:36;Кэшбек;Пополнение;53959.03;4816466.8;0
12.11.2025;05:29;Зарплата;Пополнение;33407.03;6559085.03;0
12.12.2025;02:38;Транспорт;Списание;2133.49;975643.24;0
12.12.2025;05:07;Зарплата;Пополнение;16695.48;2574920.58;0
13.01.2025;13:37;Транспорт;Списание;2904.5;6864192.64;0
13.01.2025;04:19;Здоровье и красота;Списание;409.16;4378236.12;+4.09
13.01.2025;07:46;Зарплата;Пополнение;58261.3;375986.8;0
13.02.2025;21:53;Супермаркеты;Списание;3143.55;5427472.66;0
13.02.2025;12:01;Прочие расходы;Списание;4085.93;1465989.27;0
13.03.2025;23:01;Супермаркеты;Списание;4793.43;6242221.19;0
13.03.2025;23:24;Перевод СБП;Пополнение;38769.62;657485.43;0
13.03.2025;22:59;Супермаркеты;Списание;1922.46;3876095.05;+19.22
13.03.2025;11:29;Здоровье и красота;Списание;4922.8;2809766.45;+49.23
13.03.2025;02:50;Здоровье и красота;Списание;1150.44;2565894.24;0
13.05.2025;06:27;Кэшбек;Пополнение;22632.97;8458484.72;0
13.05.2025;01:53;Рестораны и кафе;Списание;1511.72;4011419.09;+15.12
13.05.2025;00:17;Зарплата;Пополнение;44328.61;5043760.79;0
13.06.2025;06:16;Здоровье и красота;Списание;4183.94;2441819.62;0
13.06.2025;13:18;Супермаркеты;Списание;1993.89;7992558.23;0
13.06.2025;10:58;Перевод СБП;Пополнение;31812.07;8805726.86;0
13.07.2025;15:12;Прочие расходы;Списание;732.72;2007777.48;0
13.07.2025;18:41;Рестораны и кафе;Списание;3637.63;4762507.77;0
13.07.2025;22:59;Здоровье и красота;Списание;1809.24;7994552.12;+18.09
13.08.2025;12:53;Зарплата;Пополнение;15835.75;3226106.45;0
13.08.2025;02:54;Зарплата;Пополнение;34412.5;3466390.14;0
13.09.2025;12:17;Супермаркеты;Списание;2658.5;3320068.17;0
13.09.2025;05:04;Зарплата;Пополнение;10784.84;7736833.61;0
13.10.2025;14:53;Зарплата;Пополнение;59931.61;7414242.78;0
13.10.2025;21:27;Здоровье и красота;Списание;60.13;8266823.6;+0.6
13.10.2025;13:06;Транспорт;Списание;947.58;6739061.96;+9.48
13.11.2025;10:41;Прочие расходы;Списание;4516.97;974846.34;+45.17
13.11.2025;22:50;Перевод СБП;Пополнение;45788.95;8903070.78;0
13.11.2025;00:46;Кэшбек;Пополнение;21628.41;7058547.95;0
13.11.2025;13:03;Зарплата;Пополнение;11167.32;4732857.8;0
13.11.2025;11:45;Перевод СБП;Пополнение;29991.85;4041410.94;0
13.11.2025;19:56;Супермаркеты;Списание;3880.24;2688387.74;+38.8
14.01.2025;19:27;Супермаркеты;Списание;2238.85;7053622.8;+22.39
14.01.2025;01:33;Прочие расходы;Списание;626.87;7291926.2;0
14.02.2025;06:57;Кэшбек;Пополнение;40427.0;9412905.0;0
14.02.2025;10:31;Транспорт;Списание;4948.11;3098640.81;+49.48
14.02.2025;06:12;Прочие расходы;Списание;1252.13;144076.75;+12.52
14.02.2025;03:48;Прочие расходы;Списание;3543.88;5415726.75;+35.44
14.03.2025;02:08;Рестораны и кафе;Списание;4372.1;6780578.72;0
14.03.2025;14:14;Транспорт;Списание;315.52;4041095.42;0
14.03.2025;12:36;Рестораны и кафе;Списание;3218.92;4386800.69;0
14.03.2025;02:22;Зарплата;Пополнение;20535.78;3156650.81;0
14.03.2025;11:15;Кэшбек;Пополнение;30202.56;6361057.44;0
14.04.2025;10:03;Кэшбек;Пополнение;19122.24;3910563.33;0
14.05.2025;16:35;Здоровье и красота;Списание;2686.3;7055861.65;+26.86
14.05.2025;12:15;Прочие расходы;Списание;2333.91;7604171.88;+23.34
14.06.2025;00:07;Здоровье и красота;Списание;402.21;3490810.82;0
14.06.2025;21:39;Зарплата;Пополнение;12755.99;1561983.09;0
14.06.2025;20:13;Прочие расходы;Списание;2547.12;5771293.98;0
14.06.2025;10:10;Зарплата;Пополнение;49526.83;2556708.38;0
14.07.2025;04:22;Транспорт;Списание;67.03;2185499.85;0
14.07.2025;12:15;Кэшбек;Пополнение;18302.44;3017095.55;0
14.07.2025;16:33;Рестораны и кафе;Списание;2855.0;3883236.83;0
14.07.2025;07:41;Перевод СБП;Пополнение;53920.05;9091344.15;0
14.07.2025;15:24;Зарплата;Пополнение;17388.73;2693225.93;0
14.08.2025;04:04;Здоровье и красота;Списание;1559.64;3136115.03;0
14.09.2025;16:27;Здоровье и красота;Списание;1834.34;2157757.97;0
14.09.2025;01:43;Прочие расходы;Списание;2035.52;2155722.45;+20.36
14.09.2025;18:50;Перевод СБП;Пополнение;36554.29;2057531.07;0
14.09.2025;03:49;Рестораны и кафе;Списание;4130.45;4035809.59;0
14.10.2025;04:30;Рестораны и кафе;Списание;1746.72;6138370.98;0
14.10.2025;18:24;Кэшбек;Пополнение;29377.69;8351816.73;0
14.10.2025;04:13;Транспорт;Списание;1816.26;3441416.09;+18.16
14.10.2025;07:42;Прочие расходы;Списание;3815.75;7158183.07;+38.16
14.11.2025;21:34;Супермаркеты;Списание;4824.72;9357980.26;0
14.11.2025;13:41;Транспорт;Списание;3009.53;1878901.83;0
14.11.2025;05:19;Прочие расходы;Списание;2328.67;6333299.48;0
14.11.2025;14:38;Рестораны и кафе;Списание;1586.9;9356393.36;+15.87
14.11.2025;07:18;Зарплата;Пополнение;11538.69;6744490.27;0
14.12.2025;14:57;Рестораны и кафе;Списание;3349.92;4645992.99;+33.5
14.12.2025;18:26;Здоровье и красота;Списание;4052.22;140024.53;0
14.12.2025;11:51;Зарплата;Пополнение;30526.84;8775612.04;0
14.12.2025;02:06;Здоровье и красота;Списание;4154.69;823351.58;+41.55
14.12.2025;13:07;Кэшбек;Пополнение;47599.63;4153396.55;0
14.12.2025;04:44;Перевод СБП;Пополнение;47826.94;8435851.75;0
15.01.2025;16:36;Кэшбек;Пополнение;23655.21;9436560.21;0
15.01.2025;09:38;Зарплата;Пополнение;8541.7;9876822.12;0
15.02.2025;10:10;Зарплата;Пополнение;20973.35;6670658.23;0
15.02.2025;02:17;Перевод СБП;Пополнение;59866.47;3798141.25;0
15.02.2025;15:43;Перевод СБП;Пополнение;44269.22;2349035.81;0
15.02.2025;20:41;Зарплата;Пополнение;24856.98;7481480.67;0
15.03.2025;22:07;Здоровье и красота;Списание;4796.14;1552843.79;+47.96
15.03.2025;01:42;Зарплата;Пополнение;32714.21;4185700.63;0
15.03.2025;03:17;Прочие расходы;Списание;3416.94;4222350.86;0
15.03.2025;18:01;Кэшбек;Пополнение;45888.86;6784950.82;0
15.04.2025;06:44;Транспорт;Списание;282.28;1881911.36;+2.82
15.04.2025;08:34;Рестораны и кафе;Списание;2810.44;9251288.57;+28.1
15.04.2025;05:42;Рестораны и кафе;Списание;1601.1;980905.63;+16.01
15.04.2025;13:02;Супермаркеты;Списание;1675.07;5190106.92;0
15.05.2025;15:31;Прочие расходы;Списание;3810.47;1556344.97;0
15.05.2025;05:17;Транспорт;Списание;802.08;7958611.62;+8.02
15.05.2025;01:00;Транспорт;Списание;1574.06;9770962.42;+15.74
15.05.2025;23:50;Зарплата;Пополнение;42607.45;1441029.36;0
15.07.2025;07:17;Зарплата;Пополнение;29853.3;1004699.64;0
15.07.2025;09:07;Зарплата;Пополнение;26638.2;1163365.67;0
15.07.2025;02:58;Здоровье и красота;Списание;751.61;4384069.66;0
15.07.2025;11:00;Перевод СБП;Пополнение;16139.54;848623.69;0
15.07.2025;08:20;Прочие расходы;Списание;4612.39;2000719.1;0
15.07.2025;01:25;Супермаркеты;Списание;1002.95;3435696.0;0
15.08.2025;12:29;Транспорт;Списание;1302.99;2843564.0;+13.03
15.08.2025;02:26;Прочие расходы;Списание;332.47;452637.83;+3.32
15.08.2025;03:01;Транспорт;Списание;3060.58;5113134.33;0
15.09.2025;18:54;Супермаркеты;Списание;3904.92;7494238.09;0
15.09.2025;10:10;Зарплата;Пополнение;6818.89;2678241.47;0
15.09.2025;17:46;Перевод СБП;Пополнение;27788.28;8199527.17;0
15.09.2025;18:33;Рестораны и кафе;Списание;1600.81;2732419.29;+16.01
15.09.2025;09:27;Транспорт;Списание;3752.61;5046000.8;0
15.09.2025;12:06;Супермаркеты;Списание;420.66;8689644.29;0
15.09.2025;19:19;Здоровье и красота;Списание;4987.41;4863664.81;0
15.10.2025;03:11;Здоровье и красота;Списание;3122.67;7139347.41;0
15.10.2025;15:20;Кэшбек;Пополнение;52267.15;5353588.47;0
15.10.2025;04:16;Супермаркеты;Списание;584.2;469512.0;0
15.10.2025;02:49;Транспорт;Списание;349.91;7978116.78;0
15.10.2025;11:14;Зарплата;Пополнение;51355.07;3371423.24;0
15.11.2025;08:46;Прочие расходы;Списание;4824.39;7578305.38;+48.24
15.11.2025;06:49;Зарплата;Пополнение;18427.29;1279627.19;0
15.11.2025;01:20;Рестораны и кафе;Списание;3876.84;2805889.61;+38.77
15.11.2025;01:22;Перевод СБП;Пополнение;22689.57;7917463.78;0
15.12.2025;16:35;Зарплата;Пополнение;13959.59;5049753.41;0
15.12.2025;19:25;Зарплата;Пополнение;9370.46;9386399.7;0
15.12.2025;20:58;Рестораны и кафе;Списание;617.07;2189551.1;0
15.12.2025;09:06;Кэшбек;Пополнение;25188.58;1664662.58;0
15.12.2025;14:59;Зарплата;Пополнение;39125.38;8642392.65;0
16.01.2025;05:59;Зарплата;Пополнение;14520.01;2356134.9;0
16.01.2025;15:20;Кэшбек;Пополнение;29853.12;7165277.88;0
16.01.2025;20:53;Супермаркеты;Списание;3793.46;9377857.62;0
16.02.2025;17:56;Зарплата;Пополнение;15186.17;5368774.64;0
16.04.2025;21:20;Супермаркеты;Списание;1714.42;8452410.29;+17.14
16.04.2025;12:59;Зарплата;Пополнение;52598.74;4430834.86;0
16.04.2025;08:22;Здоровье и красота;Списание;2041.95;3431171.08;0
16.04.2025;14:28;Здоровье и красота;Списание;1049.26;4210459.87;0
16.04.2025;04:15;Прочие расходы;Списание;1829.34;6605733.2;0
16.05.2025;05:55;Прочие расходы;Списание;1115.63;449451.13;0
16.05.2025;05:22;Перевод СБП;Пополнение;15391.17;9451951.38;0
16.05.2025;19:16;Зарплата;Пополнение;42380.91;7456623.69;0
16.06.2025;03:01;Зарплата;Пополнение;36844.39;2392979.29;0
16.06.2025;15:33;Супермаркеты;Списание;3911.49;3351740.9;+39.11
16.06.2025;03:41;Зарплата;Пополнение;48128.17;2651278.64;0
16.06.2025;19:16;Здоровье и красота;Списание;2967.04;4629110.51;+29.67
16.06.2025;01:53;Прочие расходы;Списание;2846.18;9855878.81;+28.46
16.07.2025;23:50;Прочие расходы;Списание;1532.33;5612598.25;0
16.07.2025;15:30;Перевод СБП;Пополнение;4307.04;2558225.1;0
16.07.2025;17:26;Прочие расходы;Списание;1565.73;7498143.01;0
16.08.2025;11:43;Зарплата;Пополнение;29418.53;4080826.46;0
16.08.2025;10:16;Зарплата;Пополнение;23279.53;468116.61;0
16.10.2025;23:42;Здоровье и красота;Списание;4078.57;8857281.83;0
16.10.2025;22:35;Здоровье и красота;Списание;909.72;5134820.29;+9.1
16.11.2025;06:34;Транспорт;Списание;1635.76;2417464.36;0
16.12.2025;16:48;Кэшбек;Пополнение;45771.92;8324836.8;0
16.12.2025;06:38;Супермаркеты;Списание;827.55;1991405.21;+8.28
17.01.2025;19:30;Прочие расходы;Списание;2592.88;96187.48;0
17.01.2025;19:38;Кэшбек;Пополнение;43760.37;8032132.6;0
17.01.2025;03:58;Супермаркеты;Списание;1880.65;450566.76;+18.81
17.01.2025;05:13;Кэшбек;Пополнение;12176.28;8603267.27;0
17.01.2025;18:21;Перевод СБП;Пополнение;48061.67;3282285.46;0
17.01.2025;01:18;Кэшбек;Пополнение;37438.01;2767134.58;0
17.02.2025;13:33;Перевод СБП;Пополнение;9045.54;2450865.16;0
17.02.2025;01:57;Зарплата;Пополнение;39964.92;8391781.65;0
17.02.2025;12:51;Рестораны и кафе;Списание;1187.82;5553305.87;+11.88
17.02.2025;07:40;Здоровье и красота;Списание;2722.72;2729696.57;0
17.02.2025;00:06;Здоровье и красота;Списание;4822.46;8000338.81;0
17.03.2025;10:48;Перевод СБП;Пополнение;48416.07;4277070.91;0
17.03.2025;02:22;Прочие расходы;Списание;1451.74;1430390.74;0
17.03.2025;08:31;Супермаркеты;Списание;1447.06;2765687.52;0
17.05.2025;01:20;Перевод СБП;Пополнение;3013.1;6263551.7;0
17.05.2025;04:14;Рестораны и кафе;Списание;4331.96;2287934.4;0
17.05.2025;10:42;Здоровье и красота;Списание;3495.83;4959806.9;0
17.05.2025;08:45;Кэшбек;Пополнение;41596.58;2991489.63;0
17.05.2025;11:51;Супермаркеты;Списание;4491.97;3361699.64;0
17.07.2025;05:48;Здоровье и красота;Списание;2069.04;5551236.83;+20.69
17.07.2025;23:10;Перевод СБП;Пополнение;1149.13;6781727.85;0
17.08.2025;03:58;Здоровье и красота;Списание;140.44;1664522.14;0
17.08.2025;02:44;Прочие расходы;Списание;3357.56;6349583.12;+33.58
17.09.2025;04:52;Перевод СБП;Пополнение;27334.82;255793.8;0
17.09.2025;19:46;Кэшбек;Пополнение;18419.19;3365522.84;0
17.09.2025;19:17;Супермаркеты;Списание;1815.33;2022328.69;0
17.10.2025;15:29;Зарплата;Пополнение;15317.76;6905455.86;0
17.10.2025;04:56;Перевод СБП;Пополнение;1274.94;2165569.08;0
17.10.2025;00:36;Транспорт;Списание;857.25;8644653.01;0
17.10.2025;12:07;Перевод СБП;Пополнение;11571.27;2998793.11;0
17.11.2025;13:43;Перевод СБП;Пополнение;28139.43;7211024.61;0
17.11.2025;19:55;Транспорт;Списание;1904.72;2406559.39;0
17.11.2025;17:54;Перевод СБП;Пополнение;1116.09;5400152.21;0
17.12.2025;06:26;Перевод СБП;Пополнение;3938.79;9455890.17;0
17.12.2025;20:37;Рестораны и кафе;Списание;4467.88;7153715.19;0
18.01.2025;22:53;Здоровье и красота;Списание;1124.0;3434572.0;+11.24
18.01.2025;12:06;Перевод СБП;Пополнение;25507.19;8687890.19;0
18.02.2025;06:03;Кэшбек;Пополнение;36489.85;8976527.6;0
18.02.2025;19:37;Перевод СБП;Пополнение;36791.86;8130831.33;0
18.03.2025;12:47;Здоровье и красота;Списание;1987.26;7524961.13;0
18.03.2025;00:44;Транспорт;Списание;3908.95;6356941.46;+39.09
18.03.2025;08:15;Зарплата;Пополнение;27696.25;5576383.9;0
18.03.2025;10:08;Перевод СБП;Пополнение;49532.59;2927223.11;0
18.04.2025;05:21;Прочие расходы;Списание;3542.95;7146429.63;0
18.04.2025;22:56;Прочие расходы;Списание;157.19;3281091.38;+1.57
18.04.2025;16:29;Прочие расходы;Списание;1554.04;9205794.93;+15.54
18.04.2025;07:07;Транспорт;Списание;3461.64;3322726.67;+34.62
18.04.2025;07:24;Здоровье и красота;Списание;3619.05;6663217.54;+36.19
18.04.2025;11:39;Кэшбек;Пополнение;6450.35;5391088.95;0
18.05.2025;23:17;Кэшбек;Пополнение;47071.35;9023598.95;0
18.05.2025;18:16;Рестораны и кафе;Списание;1169.48;9884070.28;0
18.05.2025;15:54;Кэшбек;Пополнение;22358.98;8662383.0;0
18.05.2025;05:11;Перевод СБП;Пополнение;22761.24;5144541.14;0
18.05.2025;12:59;Здоровье и красота;Списание;1408.72;1554936.25;+14.09
18.06.2025;15:11;Транспорт;Списание;2311.68;1547690.39;0
18.06.2025;20:00;Супермаркеты;Списание;1374.3;9500276.39;+13.74
18.06.2025;19:55;Перевод СБП;Пополнение;21063.85;4096947.4;0
18.07.2025;13:56;Прочие расходы;Списание;2120.01;186671.93;0
18.08.2025;16:08;Перевод СБП;Пополнение;5645.6;9558826.24;0
18.08.2025;00:38;Супермаркеты;Списание;3411.78;6134959.2;+34.12
18.08.2025;03:29;Рестораны и кафе;Списание;730.98;9364077.93;+7.31
18.08.2025;23:32;Зарплата;Пополнение;22244.66;205650.29;0
18.08.2025;03:49;Супермаркеты;Списание;4823.64;5766470.34;0
18.09.2025;18:03;Кэшбек;Пополнение;48304.08;9254099.01;0
18.09.2025;11:34;Рестораны и кафе;Списание;1546.15;2411550.89;0
18.09.2025;21:12;Прочие расходы;Списание;106.84;2765580.68;0
18.09.2025;11:13;Перевод СБП;Пополнение;54062.84;1932964.67;0
18.10.2025;17:39;Здоровье и красота;Списание;3403.25;2265795.94;0
18.10.2025;05:34;Прочие расходы;Списание;4158.96;9879911.32;+41.59
18.10.2025;23:06;Кэшбек;Пополнение;49575.28;3207383.44;0
18.11.2025;13:20;Зарплата;Пополнение;14648.47;6335628.15;0
18.11.2025;14:21;Зарплата;Пополнение;47195.74;1513185.01;0
18.11.2025;20:24;Перевод СБП;Пополнение;45341.19;5091341.99;0
18.11.2025;09:24;Транспорт;Списание;2633.09;1425126.52;+26.33
19.01.2025;20:10;Супермаркеты;Списание;511.52;6780104.31;0
19.02.2025;01:58;Транспорт;Списание;4973.76;5526057.9;0
19.02.2025;17:01;Транспорт;Списание;4925.19;1152695.63;+49.25
19.03.2025;23:46;Кэшбек;Пополнение;13825.15;9037424.1;0
19.03.2025;20:31;Перевод СБП;Пополнение;4289.97;1293124.71;0
19.03.2025;08:13;Транспорт;Списание;4481.62;833735.38;0
19.03.2025;03:57;Транспорт;Списание;2364.73;7358709.04;+23.65
19.03.2025;00:21;Зарплата;Пополнение;30440.41;5556498.31;0
19.03.2025;03:17;Кэшбек;Пополнение;59246.99;9714950.04;0
19.04.2025;13:58;Зарплата;Пополнение;30635.99;1401739.13;0
19.04.2025;18:09;Рестораны и кафе;Списание;3168.13;2734020.1;0
19.05.2025;18:08;Супермаркеты;Списание;2768.57;8943774.32;0
19.05.2025;19:20;Зарплата;Пополнение;2887.85;4878465.74;0
19.05.2025;17:26;Прочие расходы;Списание;3901.17;5039859.62;+39.01
19.06.2025;13:55;Кэшбек;Пополнение;6020.17;6889161.52;0
19.06.2025;02:35;Прочие расходы;Списание;1692.56;873633.22;+16.93
19.06.2025;16:00;Здоровье и красота;Списание;3037.25;7992525.12;0
19.06.2025;03:42;Рестораны и кафе;Списание;4584.45;1157620.82;0
19.07.2025;14:58;Зарплата;Пополнение;29878.41;4300586.78;0
19.07.2025;07:36;Рестораны и кафе;Списание;3326.98;6876107.2;+33.27
19.07.2025;08:59;Здоровье и красота;Списание;4020.38;6867388.64;0
19.08.2025;03:13;Рестораны и кафе;Списание;1841.43;8747509.64;+18.41
19.08.2025;07:54;Здоровье и красота;Списание;226.09;5135730.01;0
19.09.2025;22:41;Здоровье и красота;Списание;339.53;49660.47;+3.4
19.10.2025;21:25;Супермаркеты;Списание;4198.27;6140117.7;+41.98
19.11.2025;22:58;Рестораны и кафе;Списание;4436.88;5425209.43;+44.37
19.11.2025;11:22;Кэшбек;Пополнение;4506.52;2949893.05;0
19.11.2025;04:15;Супермаркеты;Списание;199.98;3743150.25;0
19.12.2025;21:16;Здоровье и красота;Списание;3260.96;4856411.5;+32.61
20.01.2025;17:11;Прочие расходы;Списание;3529.55;6345287.99;+35.3
20.01.2025;15:08;Зарплата;Пополнение;59090.31;2509955.47;0
20.01.2025;14:12;Кэшбек;Пополнение;24225.89;954384.79;0
20.02.2025;15:22;Зарплата;Пополнение;50673.11;3711267.94;0
20.03.2025;11:15;Здоровье и красота;Списание;1996.97;4860574.95;+19.97
20.03.2025;04:01;Рестораны и кафе;Списание;3758.85;2175123.39;+37.59
20.03.2025;17:30;Транспорт;Списание;2127.69;5476435.14;0
20.04.2025;01:17;Здоровье и красота;Списание;4140.58;1081540.66;0
20.04.2025;23:59;Рестораны и кафе;Списание;4360.01;8454124.71;+43.6
20.04.2025;23:52;Супермаркеты;Списание;3731.02;6879434.18;0
20.04.2025;13:23;Супермаркеты;Списание;4646.01;4181054.62;0
20.05.2025;15:48;Зарплата;Пополнение;14767.72;1639474.0;0
20.05.2025;10:33;Рестораны и кафе;Списание;2397.76;8322439.04;+23.98
20.05.2025;18:25;Рестораны и кафе;Списание;4566.49;652918.94;0
20.05.2025;08:31;Кэшбек;Пополнение;21965.22;9656723.2;0
20.06.2025;15:30;Транспорт;Списание;3742.61;7149972.58;0
20.06.2025;18:48;Транспорт;Списание;1070.19;3436129.75;+10.7
20.06.2025;23:26;Транспорт;Списание;2586.25;5947513.37;0
20.07.2025;03:32;Кэшбек;Пополнение;34170.94;5981684.31;0
20.08.2025;20:22;Рестораны и кафе;Списание;3472.96;3427698.12;+34.73
20.08.2025;12:00;Перевод СБП;Пополнение;15753.52;9871632.33;0
20.08.2025;09:13;Рестораны и кафе;Списание;4749.37;3738400.88;+47.49
20.08.2025;15:07;Здоровье и красота;Списание;1551.93;5240543.41;0
20.08.2025;23:28;Рестораны и кафе;Списание;1810.35;930158.9;+18.1
20.08.2025;13:25;Зарплата;Пополнение;46242.11;7139783.49;0
20.09.2025;22:36;Кэшбек;Пополнение;55768.81;9207348.97;0
20.09.2025;14:36;Прочие расходы;Списание;723.1;3957596.2;0
20.10.2025;05:58;Перевод СБП;Пополнение;20782.17;4225767.8;0
20.10.2025;03:01;Супермаркеты;Списание;3420.37;7987908.26;0
20.11.2025;23:53;Кэшбек;Пополнение;22551.91;8279064.88;0
20.12.2025;21:53;Зарплата;Пополнение;6659.1;4307245.88;0
20.12.2025;15:27;Рестораны и кафе;Списание;1486.33;3796654.92;+14.86
21.01.2025;04:02;Прочие расходы;Списание;1927.38;1399811.75;+19.27
21.01.2025;15:34;Прочие расходы;Списание;2510.62;4867399.73;+25.11
21.01.2025;05:20;Зарплата;Пополнение;51037.83;2818242.34;0
21.01.2025;19:04;Кэшбек;Пополнение;32477.88;5309860.11;0
21.01.2025;23:15;Здоровье и красота;Списание;4807.99;2306862.92;0
21.02.2025;07:39;Перевод СБП;Пополнение;31072.15;9589898.39;0
21.02.2025;17:52;Рестораны и кафе;Списание;3553.09;2814689.25;+35.53
21.02.2025;13:36;Зарплата;Пополнение;7696.5;2191301.17;0
21.02.2025;18:01;Перевод СБП;Пополнение;14447.75;5996132.06;0
21.02.2025;02:30;Супермаркеты;Списание;2047.37;8193109.98;0
21.02.2025;12:15;Кэшбек;Пополнение;10208.75;2403188.04;0
21.02.2025;02:08;Перевод СБП;Пополнение;39368.52;551315.12;0
21.03.2025;13:48;Супермаркеты;Списание;4623.8;3868359.31;0
21.04.2025;01:02;Кэшбек;Пополнение;34309.18;7823421.93;0
21.04.2025;19:36;Здоровье и красота;Списание;675.05;2833831.68;+6.75
21.04.2025;02:17;Транспорт;Списание;4562.1;838217.0;+45.62
21.05.2025;19:20;Транспорт;Списание;2419.59;1695256.28;+24.2
21.06.2025;02:21;Перевод СБП;Пополнение;20251.08;7320157.81;0
21.06.2025;05:35;Кэшбек;Пополнение;15200.46;3660594.83;0
21.06.2025;14:29;Перевод СБП;Пополнение;15750.43;5627068.25;0
21.06.2025;04:59;Кэшбек;Пополнение;11799.59;6669936.34;0
21.07.2025;13:45;Транспорт;Списание;1716.51;5398677.99;+17.17
21.07.2025;15:18;Супермаркеты;Списание;4425.37;9830777.21;+44.25
21.07.2025;22:58;Кэшбек;Пополнение;2682.79;6665349.72;0
21.07.2025;04:12;Перевод СБП;Пополнение;58451.12;5193271.41;0
21.07.2025;22:57;Здоровье и красота;Списание;4972.99;2344062.82;+49.73
21.08.2025;11:58;Кэшбек;Пополнение;48028.2;827282.63;0
21.08.2025;10:30;Перевод СБП;Пополнение;43233.08;4543299.17;0
21.09.2025;05:49;Кэшбек;Пополнение;58851.43;711770.37;0
21.10.2025;06:02;Здоровье и красота;Списание;4840.14;1431842.48;+48.4
21.10.2025;14:42;Рестораны и кафе;Списание;620.06;7601776.36;+6.2
21.10.2025;06:59;Рестораны и кафе;Списание;795.19;6193322.11;+7.95
21.11.2025;07:25;Перевод СБП;Пополнение;27457.78;2292266.36;0
21.11.2025;09:26;Здоровье и красота;Списание;772.08;5395145.3;+7.72
21.11.2025;18:33;Транспорт;Списание;2695.67;9807131.69;0
21.12.2025;00:45;Прочие расходы;Списание;1178.92;6889672.12;+11.79
21.12.2025;21:02;Кэшбек;Пополнение;29854.23;9367746.65;0
21.12.2025;02:34;Перевод СБП;Пополнение;38864.94;9809827.36;0
21.12.2025;12:23;Транспорт;Списание;4970.03;3956305.68;+49.7
21.12.2025;19:56;Зарплата;Пополнение;38216.88;1119757.54;0
22.01.2025;20:11;Кэшбек;Пополнение;10581.87;9101926.02;0
22.01.2025;14:55;Перевод СБП;Пополнение;47916.95;6146362.54;0
22.02.2025;12:04;Рестораны и кафе;Списание;733.26;980578.66;+7.33
22.02.2025;11:53;Транспорт;Списание;2009.72;9372478.0;+20.1
22.03.2025;02:49;Рестораны и кафе;Списание;292.45;6605440.75;0
22.03.2025;06:53;Перевод СБП;Пополнение;32004.94;931969.25;0
22.03.2025;07:45;Кэшбек;Пополнение;36417.1;7356574.91;0
22.04.2025;10:31;Зарплата;Пополнение;49391.24;7182885.18;0
22.04.2025;08:49;Здоровье и красота;Списание;514.6;6780084.62;0
22.05.2025;00:24;Перевод СБП;Пополнение;14316.99;7931780.77;0
22.06.2025;08:51;Перевод СБП;Пополнение;36740.31;412727.11;0
22.07.2025;23:56;Рестораны и кафе;Списание;1322.38;8947556.44;0
22.08.2025;15:07;Перевод СБП;Пополнение;21339.87;9950739.07;0
22.08.2025;16:08;Зарплата;Пополнение;21190.45;3108104.93;0
22.08.2025;06:24;Здоровье и красота;Списание;1128.63;6780599.22;+11.29
22.08.2025;16:47;Перевод СБП;Пополнение;52538.86;3880680.81;0
22.08.2025;08:17;Супермаркеты;Списание;2555.72;5473879.42;+25.56
22.09.2025;04:09;Зарплата;Пополнение;44979.61;4777837.41;0
22.09.2025;14:57;Супермаркеты;Списание;4134.71;251659.09;0
22.10.2025;03:49;Супермаркеты;Списание;698.82;6938045.0;+6.99
22.11.2025;22:29;Транспорт;Списание;1558.13;7094859.26;0
22.11.2025;10:21;Кэшбек;Пополнение;25212.07;4649342.91;0
22.11.2025;06:35;Прочие расходы;Списание;4862.53;4851548.97;+48.63
22.11.2025;02:36;Кэшбек;Пополнение;40115.95;6467597.49;0
22.12.2025;01:42;Супермаркеты;Списание;521.2;1119011.75;0
23.01.2025;03:48;Транспорт;Списание;83.14;1162205.27;0
23.01.2025;00:38;Транспорт;Списание;3450.08;6861190.41;+34.5
23.01.2025;13:52;Супермаркеты;Списание;3897.57;6776187.05;+38.98
23.01.2025;00:55;Супермаркеты;Списание;4342.53;2834506.73;+43.43
23.02.2025;16:43;Транспорт;Списание;207.03;6360850.41;0
23.02.2025;13:16;Зарплата;Пополнение;47876.35;5905939.41;0
23.02.2025;02:05;Перевод СБП;Пополнение;10162.25;6886951.92;0
23.02.2025;10:06;Супермаркеты;Списание;3050.08;5141491.06;0
23.02.2025;06:44;Транспорт;Списание;3904.89;3216940.24;+39.05
23.02.2025;10:41;Рестораны и кафе;Списание;3203.92;4207255.95;0
23.03.2025;13:10;Здоровье и красота;Списание;2331.02;1150364.61;0
23.03.2025;01:01;Транспорт;Списание;1317.88;7093541.38;0
23.04.2025;03:27;Перевод СБП;Пополнение;21486.07;3234223.79;0
23.04.2025;01:02;Супермаркеты;Списание;2770.93;8111054.72;0
23.04.2025;02:44;Супермаркеты;Списание;4358.73;7135424.76;+43.59
